County,License Number,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,City,Zip Code,Square Footage,Georeference,Full Address,Normalized DBA Name,Is Chain Store,Is Grocery Store
KINGS,745488,A,JIMMYS SNACKS CORP,JIMMY'S SNACK,3917,5TH AVE,,BROOKLYN,11232,1000,POINT (-74.004179199 40.650822283),3917 5TH AVE,jimmys snack,No,No
QUEENS,634510,AC,ESPINAL MERCEDES,LRM ESPINAL GROCERY,752,WOODWARD AVE,,RIDGEWOOD,11385,1500,POINT (-73.904785837 40.704246816),752 WOODWARD AVE,lrm espinal grocery,No,Yes
BRONX,742993,AC,LSW 245 CORPORATION,LSW SEAFOOD,283,E 204TH STREET,,BRONX,10467,200,POINT (-73.878878045 40.873533013),283 E 204TH STREET,lsw seafood,No,No
KINGS,747887,AC,LUCERO DELI GROCERY CORP,LUCERO DELI GROCERY,5401,6TH AVENUE,,BROOKLYN,11220,1000,POINT (-74.01040578 40.641392935),5401 6TH AVENUE,lucero deli grocery,No,Yes
QUEENS,755690,AC,LUCERO MELVIN,LUCERO'S GRILL & GROCERY,70-11,45TH AVE,,WOODSIDE,11377,1750,POINT (-73.89432497 40.740400562),70-11 45TH AVE,luceros grill grocery,No,Yes
QUEENS,757946,A,LUCEROS GROCERY STORE INC,LUCEROS GROCERY STORE,45-03,162ND STREET,,FLUSHING,11358,950,POINT (-73.804421599 40.756232636),45-03 162ND STREET,luceros grocery store,No,Yes
QUEENS,631266,AC,TAVERAS DOLORES,LUCIANO GROCERY,101-15,MARTENSE AVE,,CORONA,11368,1500,POINT (-73.857647355 40.739550763),101-15 MARTENSE AVE,luciano grocery,No,Yes
KINGS,614673,AC,JIMMYS 3 SONS NATURAL PLUS CORP,JIMMYS 3 SONS NTRL PLUS,6901,FT HAMILTON PKWY,,BROOKLYN,11228,1500,POINT (-74.012086016 40.628532037),6901 FT HAMILTON PKWY,jimmys 3 sons ntrl plus,No,Yes
KINGS,614038,AC,ORADAPS INC,JIMMYS FAMOUS HEROS,1786,SHEEPSHEAD BAY RD,,BROOKLYN,11235,900,POINT (-73.950875492 40.584078278),1786 SHEEPSHEAD BAY RD,jimmys famous heros,No,Yes
BRONX,738317,AC,LUCKY 2 GOURMET DELI INC,LUCKY 2 GOURMET DELI,1007,E 163RD STREET,,BRONX,10459,,POINT (-73.893045557 40.821141089),1007 E 163RD STREET,lucky 2 gourmet deli,No,Yes
KINGS,733154,AC,LUCKY 3 DELI CORP,LUCKY 3 DELI,2124,AVENUE X,,BROOKLYN,11235,1600,POINT (-73.948308366 40.592834265),2124 AVENUE X,lucky 3 deli,No,Yes
KINGS,761602,A,LUCKY 4216 GROCERY INC,LUCKY 4216 GROCERY,4216,8TH AVENUE,,BROOKLYN,11232,,POINT (-73.999531769 40.645337124),4216 8TH AVENUE,lucky 4216 grocery,No,Yes
KINGS,748542,A,LUCKY 4502 GROCERY INC,LUCKY 4502 GROCERY,4502,6TH AVENUE,,BROOKLYN,11220,1000,POINT (-74.005417039 40.64657664),4502 6TH AVENUE,lucky 4502 grocery,No,Yes
BRONX,749183,AC,S WON PROVISIONS INC,JJ SOUTHERN FARM FRUIT,1046,SOUTHERN BLVD,,BRONX,10459,1600,POINT (-73.891683414 40.824162094),1046 SOUTHERN BLVD,jj southern farm fruit,No,Yes
KINGS,743672,AC,JJ TOMPKINS FOOD CORP,JJ TOMPKINS FOOD,920,MYRTLE AVE,,BROOKLYN,11206,1400,POINT (-73.945138498 40.695736544),920 MYRTLE AVE,jj tompkins food,No,Yes
KINGS,730373,AC,LUCKY 7 DELI CORP 1,LUCKY 7 DELI,2062,FLATBUSH AVE,,BROOKLYN,11234,2000,POINT (-73.933817816 40.619578781),2062 FLATBUSH AVE,lucky 7 deli,No,Yes
KINGS,731147,AC,LUCKY 7 SMOKE SHOP & DELI II INC,LUCKY 7 SMOKE SHOP & DELI II,2713,AVENUE U,,BROOKLYN,11229,2400,POINT (-73.944285053 40.600303463),2713 AVENUE U,lucky 7 smoke shop deli ii,No,Yes
KINGS,754100,AC,JJJ FISH INC,JJJ FISH,44,EMPIRE BLVD,,BROOKLYN,11225,,POINT (-73.960017801 40.663197786),44 EMPIRE BLVD,jjj fish,No,No
BRONX,609022,AC,JJN CORPORATION,JJN CORP,1512,WASHINGTON AVE,,BRONX,10457,0,POINT (-73.90313762 40.837746226),1512 WASHINGTON AVE,jjn corp,No,Yes
KINGS,735823,AC,LUCKY 7S DELI ON 5TH CORP,LUCKY 7S DELI ON 5TH,7626,5TH AVENUE,,BROOKLYN,11209,1500,POINT (-74.023352803 40.628170022),7626 5TH AVENUE,lucky 7s deli on 5th,No,Yes
KINGS,738534,AC,JK FLATBUSH FARM CORP,JK FLATBUSH FARM,1124,FLATBUSH AVE,,BROOKLYN,11226,4000,POINT (-73.957882344 40.643038471),1124 FLATBUSH AVE,jk flatbush farm,No,Yes
QUEENS,759572,A,LUCKY 888 MARKET INC,LUCKY 888 MARKET,35-30A,JUNCTION BLVD,,CORONA,11368,,POINT (-73.868559839 40.747718423),35-30A JUNCTION BLVD,lucky 888 market,No,Yes
KINGS,740998,AC,LUCKY BLUE SKY NY DELI INC,LUCKY BLUE SKY NY DELI,2021,CHURCH AVE,,BROOKLYN,11226,,POINT (-73.960230953 40.650296612),2021 CHURCH AVE,lucky blue sky ny deli,No,Yes
QUEENS,632307,AC,LUCKY BUSY DELI INC,LUCKY BUSY DELI,249-06,HORACE HARDING EXPWY,,DOUGLASTON,11362,1200,POINT (-73.731240376 40.76041814),249-06 HORACE HARDING EXPWY,lucky busy deli,No,Yes
BRONX,737188,A,LUCKY CANDY & GROCERY CORP,LUCKY CANDY & GROCERY,918,FREEMAN STREET,,BRONX,10459,,POINT (-73.892141904 40.830005706),918 FREEMAN STREET,lucky candy grocery,No,Yes
BRONX,710953,AC,"SHAIBI,YASEEN A & SHAIBI, TAHA A",LUCKY CORNER GROCERY,793,LYDIG AVE,,BRONX,10462,800,POINT (-73.864001592 40.854534591),793 LYDIG AVE,lucky corner grocery,No,Yes
KINGS,743468,A,LUCKY CORNER MINI MARKET INC,LUCKY CORNER MINI MARKET,6101,20TH AVE,,BROOKLYN,11204,1200,POINT (-73.983450753 40.618650317),6101 20TH AVE,lucky corner mini market,No,Yes
QUEENS,670630,AC,JKS EUROPEAN STYLE MEAT INC,JKS EUROPEAN STYLE MEAT,136-20,ROOSEVELT AVE,1 FL #126,FLUSHING,11354,200,POINT (-73.829161457 40.759705636),136-20 ROOSEVELT AVE,jks european style meat,No,No
BRONX,725703,AC,LUCKY DELI AND MEAT CORP,LUCKY DELI AND MEAT,523,EAST 137TH STREET,,BRONX,10454,,POINT (-73.919068935 40.806733519),523 EAST 137TH STREET,lucky deli and meat,No,Yes
QUEENS,724932,AC,LUCKY DELI MINI MART CORP,LUCKY DELI MINI MARKET,183-79,LIBERTY AVENUE,,SAINT ALBANS,11412,950,POINT (-73.773406965 40.705091795),183-79 LIBERTY AVENUE,lucky deli mini market,No,Yes
RICHMOND,640965,AC,SHIN KYUNG HO,LUCKY DELI&GROCERY,1200,BAY ST,,STATEN ISLAND,10305,800,POINT (-74.066151722 40.613928959),1200 BAY ST,lucky deligrocery,No,Yes
KINGS,719003,AC,JLPLUM TREE LLC,JL PLUM TREE,1156,FLATBUSH AVE,,BROOKLYN,11226,2000,POINT (-73.957339699 40.642026733),1156 FLATBUSH AVE,jl plum tree,No,Yes
QUEENS,759652,A,LUCKY FARMERS MARKET INC,LUCKY FARMERS MARKET,84-31,JAMAICA AVENUE,,WOODHAVEN,11421,,POINT (-73.859886748 40.69256458),84-31 JAMAICA AVENUE,lucky farmers market,No,Yes
KINGS,728681,A,LUCKY GROCERY INC,LUCKY GROCERY,4123,8TH AVE,,BROOKLYN,11232,1000,POINT (-73.998839256 40.645613056),4123 8TH AVE,lucky grocery,No,Yes
BRONX,606071,ABC,JLT 156 FOOD CORP,JLT 156 FOOD,156,W 170TH ST,,BRONX,10452,8000,POINT (-73.924606859 40.841287915),156 W 170TH ST,jlt 156 food,No,Yes
KINGS,709028,AC,LUCKY LOTTO 1 DELI INC,LUCKY LOTTO 1 DELI,1450,NOSTRAND AVE,,BROOKLYN,11226,500,POINT (-73.949750389 40.650996794),1450 NOSTRAND AVE,lucky lotto 1 deli,No,Yes
KINGS,716134,AC,LUCKY LOTTO GOURMET DELI & GROCERY INC,LUCKY LOTTO GOURMET DELI & GROCERY,6318,18TH AVE,,BROOKLYN,11204,2000,POINT (-73.989508186 40.619997792),6318 18TH AVE,lucky lotto gourmet deli grocery,No,Yes
KINGS,748072,AC,LUCKY LOTTO GROCERY DELI CORP,LUCKY LOTTO GROCERY DELI,1864,NOSTRAND AVE,,BROOKLYN,11226,,POINT (-73.948588406 40.640227851),1864 NOSTRAND AVE,lucky lotto grocery deli,No,Yes
KINGS,728804,AC,RENHE MARKET INC,JMART,8121,NEW UTRECH AVE,,BROOKLYN,11214,30000,POINT (-74.001380314 40.610213303),8121 NEW UTRECH AVE,jmart,No,Yes
KINGS,746336,AC,LUCKY SMOKE SHOP INC,LUCKY SMOKE SHOP,1439,MYRTLE AVE,,BROOKLYN,11237,,POINT (-73.918208952 40.698934282),1439 MYRTLE AVE,lucky smoke shop,No,No
BRONX,744718,A,LUCKY SPOT CONVENIENCE CORP,LUCKY SPOT CONVENIENCE,3401,JEROME AVE,,BRONX,10467,,POINT (-73.883768131 40.880752597),3401 JEROME AVE,lucky spot convenience,No,No
BRONX,710266,AC,LUCKY STAR MINI MARKET ETC CORP,LUCKY STAR DELI & MINI,1201,WHITE PLAINS RD,,BRONX,10472,1200,POINT (-73.861862111 40.83058104),1201 WHITE PLAINS RD,lucky star deli mini,No,Yes
KINGS,753579,A,JMC 99 CENTS STORES INC,JMC 99 CENTS STORES,728,KNICKERBOCKER AVE,,BROOKLYN,11221,2500,POINT (-73.909871557 40.693866038),728 KNICKERBOCKER AVE,jmc 99 cents stores,No,Yes
KINGS,616612,A,LUCKY STAR MARKET INC,LUCKY STAR MARKET,5316,8TH AVE,,BROOKLYN,11220,3000,POINT (-74.005949709 40.639177054),5316 8TH AVE,lucky star market,No,Yes
KINGS,722035,AC,LUCKY STAR SMOKE SHOP AND GROCERY CORP,LUCKY STAR SMOKE SHOP AND GROCERY,1295,PACIFIC STREET,,BROOKLYN,11216,1000,POINT (-73.949367001 40.677749734),1295 PACIFIC STREET,lucky star smoke shop and grocery,No,Yes
KINGS,610520,ACH,JO MART CHOCOLATES CORP,JO MART CHOCOLATES,2917,AVENUE R,,BROOKLYN,11229,3000,POINT (-73.943584493 40.607491532),2917 AVENUE R,jo mart chocolates,No,Yes
KINGS,715547,A,LUCKY SUNSHINE GROCERY INC,LUCKY SUNSHINE GROCERY,6514,14TH AVE,1ST FL,BROOKLYN,11219,2000,POINT (-73.999846258 40.624346785),6514 14TH AVE,lucky sunshine grocery,No,Yes
KINGS,743662,A,JO TRADING INC,JO TRADING,1245,BROADWAY,,BROOKLYN,11221,18000,POINT (-73.925265341 40.691478369),1245 BROADWAY,jo trading,No,Yes
KINGS,761370,A,LUCKY U CONVENIENCE INC,LUCKY U CONVENIENCE,4211,8TH AVE,,BROOKLYN,11232,,POINT (-73.999191548 40.645282599),4211 8TH AVE,lucky u convenience,No,No
QUEENS,740668,AC,JAGR TWO LLC,JOE COFFEE COMPANY,40-37,23RD STREET,,LONG ISLAND CITY,11101,2000,POINT (-73.941544149 40.752031409),40-37 23RD STREET,joe coffee company,No,Yes
NEW YORK,759116,AC,JOE M MINIMARKET INC,JOE M MINIMARKET,3149,BROADWAY,,NEW YORK,10027,1800,POINT (-73.959595437 40.81436696),3149 BROADWAY,joe m minimarket,No,Yes
BRONX,606753,AC,RODRIQUEZ LUIS,LUIS DELI GROCERY,1569,HOE AVE,,BRONX,10460,1200,POINT (-73.888024545 40.835295064),1569 HOE AVE,luis deli grocery,No,Yes
NEW YORK,740046,AC,RODRIGUEZ JUAN LUIS,LUIS MEAT MARKET,88,ESSEX STREET STORE #26,,NEW YORK,10002,1000,POINT (-73.988450726 40.717719384),88 ESSEX STREET STORE #26,luis meat market,No,No
KINGS,737834,AC,LUISA DELI GROCERY INC,LUISA DELI GROCERY,1858,BATH AVE,,BROOKLYN,11214,1000,POINT (-74.004445995 40.602839492),1858 BATH AVE,luisa deli grocery,No,Yes
QUEENS,755701,AC,LUMINESCENSE MARKET CORP,LUMINESCENSE MARKET,52-03,CENTER BLVD,,LONG ISLAND CITY,11101,,POINT (-73.959912441 40.742057958),52-03 CENTER BLVD,luminescense market,No,Yes
RICHMOND,736931,ACH,JOE MOZZ INC,JOE MOZZ,1021,POST AVE,,STATEN ISLAND,10302,1000,POINT (-74.134382007 40.633105287),1021 POST AVE,joe mozz,No,Yes
KINGS,619637,AC,BRIAN YOUNG INC,JOES BUSY CRNR GRMT DEL,552,DRIGGS AVE,,BROOKLYN,11211,800,POINT (-73.956615922 40.717272126),552 DRIGGS AVE,joes busy crnr grmt del,No,Yes
BRONX,722714,AC,JOEY EXPRESS DELI INC,JOEY EXPRESS,1951,SOUTHERN BLVD,,BRONX,10460,1000,POINT (-73.885885484 40.842635851),1951 SOUTHERN BLVD,joey express,No,Yes
KINGS,614970,AC,JOHAN FOOD CORP,JOHAN FOOD,179,GRAHAM AVE,,BROOKLYN,11206,900,POINT (-73.943502015 40.708179521),179 GRAHAM AVE,johan food,No,Yes
BRONX,746117,AC,JOHARA PRODUCE CORP,JOHARA PRODUCE,350,E GUN HILL RD,,BRONX,10467,,POINT (-73.872836453 40.878631389),350 E GUN HILL RD,johara produce,No,Yes
QUEENS,746351,AC,J & H FARMERS MARKET CORP,JOHN'S FARM MARKET,112-55,FARMERS BLVD,,SAINT ALBANS,11412,10000,POINT (-73.761670473 40.696328678),112-55 FARMERS BLVD,johns farm market,Yes,Yes
QUEENS,705565,AC,J & D FARM MARKET CORP,JOHN'S FARM MARKET,216-20,HILLSIDE AVE,,QUEENS VILLAGE,11427,4000,POINT (-73.747705283 40.727800676),216-20 HILLSIDE AVE,johns farm market,Yes,Yes
NEW YORK,754426,AC,1247JB LLC,JOLIEN BOULONGERIE,1247,3RD AVE,,NEW YORK,10021,,POINT (-73.960625794 40.769613367),1247 3RD AVE,jolien boulongerie,No,Yes
BRONX,606216,AC,JONY FOOD CORP,JONY FOOD,2487,UNIVERSITY AVE,,BRONX,10468,1100,POINT (-73.903576077 40.865274072),2487 UNIVERSITY AVE,jony food,No,Yes
QUEENS,729794,AC,JOONS SEASIDE FISH CORP,JOON'S SEASIDE FISH,21-34,MOTT AVE.,,FAR ROCKAWAY,11691,,POINT (-73.754536367 40.605144766),21-34 MOTT AVE.,joons seaside fish,No,No
KINGS,614386,ACK,GIORGIO SHELLFISH CORP,JORDANS LOBSTER DOCK,3165,HARKNESS AVE,,BROOKLYN,11235,6000,POINT (-73.929088579 40.586685888),3165 HARKNESS AVE,jordans lobster dock,No,Yes
NEW YORK,624218,AC,JOSE GROCERY CORP,JOSE DELI GROCERY,1881,AMSTERDAM AVE,,NEW YORK,10032,1600,POINT (-73.943682478 40.830300497),1881 AMSTERDAM AVE,jose deli grocery,Yes,Yes
NEW YORK,731696,AC,LUNA DELI INC,LUNA DELI,3494,BROADWAY,,NEW YORK,10031,,POINT (-73.951254521 40.82489329),3494 BROADWAY,luna deli,No,Yes
BRONX,712807,AC,LUNA DELI MINI MARKET CORP,LUNA DELI MINI MARKET,2820,BAILEY AVE,,BRONX,10463,1100,POINT (-73.905114491 40.873694658),2820 BAILEY AVE,luna deli mini market,No,Yes
BRONX,607185,AC,JOSE DELI GROCERY CORP,JOSE DELI GROCERY,221,ST ANNS AVE,,BRONX,10454,2000,POINT (-73.917405882 40.807224447),221 ST ANNS AVE,jose deli grocery,Yes,Yes
QUEENS,715822,AC,LUNA FRUIT & GROCERY CORP,LUNA FRUIT & GROCERY,704,SENECA AVE,,RIDGEWOOD,11385,500,POINT (-73.907597463 40.70263288),704 SENECA AVE,luna fruit grocery,No,Yes
KINGS,731179,AC,BLEU INDIGO INC,JOSEPHINES FEAST,630,FLUSHING AVE BOX #2,,BROOKLYN,11206,300,POINT (-73.948193786 40.699895015),630 FLUSHING AVE BOX #2,josephines feast,No,Yes
NEW YORK,728748,AC,LUNA GROCERY CORP,LUNA GROCERY,264,SHERMAN AVENUE,,NEW YORK,10034,1500,POINT (-73.918453704 40.866543511),264 SHERMAN AVENUE,luna grocery,No,Yes
KINGS,619832,AC,LUNA GROCERY STORE CORP,LUNA GROCERY STORE,1082,HEGEMAN AVE,,BROOKLYN,11208,2000,POINT (-73.87324812 40.66778879),1082 HEGEMAN AVE,luna grocery store,No,Yes
NEW YORK,748237,A,JOSIE GREENS OF NY INC,JOSIE GREENS,55,WATER ST,,NEW YORK,10041,,POINT (-74.009760541 40.703393747),55 WATER ST,josie greens,Yes,Yes
NEW YORK,748236,A,JOSIE GREENS OF NY INC,JOSIE GREENS,200,VESEY ST,,NEW YORK,10285,,POINT (-74.014695303 40.713919741),200 VESEY ST,josie greens,Yes,Yes
KINGS,616056,AC,LUNA SOPHIE GROCERY CORP,LUNA SOPHIE GROCERY,9401,GLENWOOD RD,,BROOKLYN,11236,1000,POINT (-73.904661785 40.643751687),9401 GLENWOOD RD,luna sophie grocery,No,Yes
QUEENS,671757,AC,THT INTERNATIONAL CORP,JOY FOODS,134-32A,35TH AVE,,FLUSHING,11354,1000,POINT (-73.832090764 40.764268157),134-32A 35TH AVE,joy foods,No,Yes
QUEENS,746052,AC,JOY 116 FOOD CORP,JOY FRUIT,116-08,METROPOLITAN AVE,,RICHMOND HILL,11418,,POINT (-73.835942752 40.707308767),116-08 METROPOLITAN AVE,joy fruit,No,Yes
BRONX,607909,A,JPS PETROLEUM INC,JPS PETROLEUM,4090,BOSTON RD,,BRONX,10475,1000,POINT (-73.828044568 40.885450026),4090 BOSTON RD,jps petroleum,No,Yes
QUEENS,709325,AC,LUNCHSTOP DELI & GROCERY CORP,LUNCHSTOP DELI & GROCERY,3720,23RD AVE,,ASTORIA,11105,1200,POINT (-73.909181391 40.771606765),3720 23RD AVE,lunchstop deli grocery,No,Yes
QUEENS,630202,AC,MONTESINOS GUADALUPE,LUPES DELI GROCERY,25-38,ASTORIA BLVD,,ASTORIA,11102,1100,POINT (-73.921575376 40.770885209),25-38 ASTORIA BLVD,lupes deli grocery,No,Yes
BRONX,609116,AC,LUPITAS MEXICAN GROCERY INC,LUPITAS MEXICAN GROCERY,9,E GUN HILL ROAD,,BRONX,10467,1000,POINT (-73.880816947 40.882658097),9 E GUN HILL ROAD,lupitas mexican grocery,No,Yes
BRONX,728645,AC,LUPITAS MEXICAN GROCERY II INC,LUPITAS MEXICAN GROCERY II,654,E 233RD STREET STORE #10-11,,BRONX,10466,,POINT (-73.858995919 40.893757958),654 E 233RD STREET STORE #10-11,lupitas mexican grocery ii,No,Yes
NEW YORK,761729,AC,LUSCIOUS MARKET DELI CORP,LUSCIOUS MARKET DELI,68,2ND AVE,,NEW YORK,10003,2500,POINT (-73.989348679 40.726007368),68 2ND AVE,luscious market deli,No,Yes
RICHMOND,758581,A,LUX CONVENIENCE CORP,LUX CONVENIENCE,197,BROAD ST.,,STATEN ISLAND,10304,,POINT (-74.081456407 40.624152241),197 BROAD ST.,lux convenience,No,No
QUEENS,630646,ABC,JRS BAGEL FACTORY INC,JRS BAGELS&DELI,222-10,UNION TPKE,,OAKLAND GARDENS,11364,1800,POINT (-73.748235439 40.735332319),222-10 UNION TPKE,jrs bagelsdeli,No,No
NEW YORK,752186,AC,LUXURY DELI & GRILL CORP,LUXURY DELI & GRILL,2100,2ND AVE,,NEW YORK,10029,2000,POINT (-73.941246278 40.791962259),2100 2ND AVE,luxury deli grill,No,Yes
KINGS,731670,AC,JSS MANHATTAN FRUIT INC,JSS MANHATTAN FRUIT,678,MANHATTAN AVE,,BROOKLYN,11222,1700,POINT (-73.951349572 40.725003383),678 MANHATTAN AVE,jss manhattan fruit,No,Yes
QUEENS,745977,A,JTC TRADING INC,JTC TRADING,41-39,"KISSENA BLVD, SUITE A",,FLUSHING,11355,200,POINT (-73.828298791 40.757969325),"41-39 KISSENA BLVD, SUITE A",jtc trading,No,Yes
KINGS,616601,AC,JUBILAT PROVISIONS INC,JUBILAT PROVISIONS,608,5TH AVE,,BROOKLYN,11215,1000,POINT (-73.991038303 40.663846545),608 5TH AVE,jubilat provisions,No,Yes
QUEENS,757312,AC,JUICE BAR DELI & GRILL 2113 CORP,JUICE BAR DELI & GRILL,2113,MOTT AVE,,FAR ROCKAWAY,11691,1000,POINT (-73.7539265 40.60464181),2113 MOTT AVE,juice bar deli grill,Yes,No
KINGS,747895,AC,JUICE BAR DELI & GRILL CORP,JUICE BAR DELI & GRILL,1113,KINGS HWY,,BROOKLYN,11229,1800,POINT (-73.961400564 40.607659631),1113 KINGS HWY,juice bar deli grill,Yes,No
BRONX,609068,AC,LYDIG DELI&GROCERY INC,LYDIG DELI&GROCERY,750,LYDIG AVE,,BRONX,10462,1200,POINT (-73.865532965 40.854370515),750 LYDIG AVE,lydig deligrocery,No,Yes
NEW YORK,728316,AC,JUICE PRESS LLC THE,JUICE PRESS #35,1100,LEXINGTON AVE,,NEW YORK,10075,800,POINT (-73.959918643 40.77381087),1100 LEXINGTON AVE,juice press,Yes,No
NEW YORK,724894,AC,JUICE PRESS LLC THE,JUICE PRESS 10,1296,MADISON AVE,,NEW YORK,10128,,POINT (-73.95610186 40.784833492),1296 MADISON AVE,juice press,Yes,No
NEW YORK,724925,AC,JUICE PRESS LLC THE,JUICE PRESS 11,1,W 22ND ST,,NEW YORK,10010,3000,POINT (-73.990518457 40.741182259),1 W 22ND ST,juice press,Yes,No
RICHMOND,750700,AC,LYU DELI CORP,LYU DELI,630,HENDERSON  AVE,,STATEN ISLAND,10310,1500,POINT (-74.11357762 40.637369748),630 HENDERSON  AVE,lyu deli,No,Yes
NEW YORK,723819,AC,JUICE PRESS LLC THE,JUICE PRESS 14,415,GREENWICH ST,,NEW YORK,10013,1000,POINT (-74.009689295 40.721925297),415 GREENWICH ST,juice press,Yes,No
NEW YORK,724896,AC,JUICE PRESS LLC THE,JUICE PRESS 15,239,COLUMBUS AVE,,NEW YORK,10023,500,POINT (-73.979241445 40.776504185),239 COLUMBUS AVE,juice press,Yes,No
NEW YORK,724897,AC,JUICE PRESS LLC THE,JUICE PRESS 19,83,MURRAY ST*****,,NEW YORK,10007,1000,POINT (-74.010934426 40.714871381),83 MURRAY ST*****,juice press,Yes,No
KINGS,744756,AC,M & M GROCERY CORP,M & M GROCERY,1854,NOSTRAND AVENUE,,BROOKLYN,11226,,POINT (-73.948621682 40.640495108),1854 NOSTRAND AVENUE,m m grocery,No,Yes
RICHMOND,739920,AC,M & N DELI OF SI INC,M & N DELI OF SI,1346,FOREST AVENUE,,STATEN ISLAND,10302,2000,POINT (-74.13445099 40.625815084),1346 FOREST AVENUE,m n deli of si,No,Yes
KINGS,723805,AC,JUICE PRESS LLC THE,JUICE PRESS 22,124,MONTAGUE STREET,,BROOKLYN,11201,600,POINT (-73.994472033 40.694723968),124 MONTAGUE STREET,juice press,Yes,No
NEW YORK,724908,AC,JUICE PRESS LLC THE,JUICE PRESS 23,1474,3RD AVE,,NEW YORK,10028,,POINT (-73.955428123 40.777221006),1474 3RD AVE,juice press,Yes,No
NEW YORK,724915,AC,JUICE PRESS LLC THE,JUICE PRESS 24,375,HUDSON ST,,NEW YORK,10014,1800,POINT (-74.007368932 40.728426217),375 HUDSON ST,juice press,Yes,No
NEW YORK,748624,AC,M & S FINEST DELI INC,M & S FINEST DELI,2026,LEXINGTON AVE,,NEW YORK,10035,650,POINT (-73.938323089 40.80338981),2026 LEXINGTON AVE,m s finest deli,No,Yes
KINGS,727471,AC,M & W DELI GROCERY CORP,M & W DELI GROCERY,3323,AVENUE H,,BROOKLYN,11210,1000,POINT (-73.943805189 40.632018699),3323 AVENUE H,m w deli grocery,No,Yes
RICHMOND,724089,AC,M & Z DELI GROCERY INC,M & Z DELI GROCERY,2162,FOREST AVE,,STATEN ISLAND,10303,900,POINT (-74.161603578 40.626512165),2162 FOREST AVE,m z deli grocery,No,Yes
KINGS,750826,AC,M A PASHA SUPER CONVENIENCE INC,M A PASHA SUPER CONVENIENCE,1818,BATH AVE,,BROOKLYN,11214,1200,POINT (-74.005530697 40.603406611),1818 BATH AVE,m a pasha super convenience,No,No
BRONX,719176,A,M A ROYAL DELI FOOD CORP,M A ROYAL DELI FOOD,103,E MOUNT EDEN AVE,,BRONX,10452,950,POINT (-73.912719141 40.843713261),103 E MOUNT EDEN AVE,m a royal deli food,No,Yes
KINGS,734161,ABCH,KAFF BAKERY INC,M BAKERY,1906,AVENUE M,,BROOKLYN,11230,,POINT (-73.955917626 40.618348234),1906 AVENUE M,m bakery,No,No
KINGS,619617,AC,M C B DELI FOOD CORP,M C B DELI FOOD,262,LEWIS AVE,,BROOKLYN,11221,1500,POINT (-73.936063328 40.687339553),262 LEWIS AVE,m c b deli food,No,Yes
KINGS,742403,AC,M DELI GRILL SMOKESHOP INC,M DELI GRILL SMOKESHOP,1624,AVE M,,BROOKLYN,11230,1200,POINT (-73.958310408 40.618089191),1624 AVE M,m deli grill smokeshop,No,Yes
KINGS,731935,AC,M GOURMET DELI GRILL CORP,M GOURMET DELI GRILL,4906,FT HAMILTON PKWY,,BROOKLYN,11219,2000,POINT (-73.99803912 40.638329769),4906 FT HAMILTON PKWY,m gourmet deli grill,No,Yes
KINGS,750496,AC,M N M DELI AND GROCERY CORP,M N M DELI AND GROCERY,3139,FULTON STREET,,BROOKLYN,11208,1500,POINT (-73.879009976 40.681832391),3139 FULTON STREET,m n m deli and grocery,No,Yes
KINGS,738350,AC,M T DELI GROCERY INC,M T DELI GROCERY,245,HOWARD AVENUE,,BROOKLYN,11233,1100,POINT (-73.919173625 40.67947188),245 HOWARD AVENUE,m t deli grocery,No,Yes
NEW YORK,723803,AC,JUICE PRESS LLC THE,JUICE PRESS 28,350,AMSTERDAM AVE,,NEW YORK,10024,500,POINT (-73.979654002 40.781657547),350 AMSTERDAM AVE,juice press,Yes,No
KINGS,757334,A,2207 BATH AVENUE CORP,M-A GOODLUCK CONENIENCE,2207,BATH AVENUE,,BROOKLYN,11214,,POINT (-73.996954921 40.598462378),2207 BATH AVENUE,ma goodluck conenience,No,No
KINGS,754952,AC,M&A DELI MARKET CORP,M&A DELI MARKET,3915,9TH AVE,,BROOKLYN,11232,800,POINT (-73.995394043 40.645473246),3915 9TH AVE,ma deli market,No,Yes
NEW YORK,724912,AC,JUICE PRESS LLC THE,JUICE PRESS 29,630,9TH AVE,,NEW YORK,10036,1200,POINT (-73.991276014 40.759982113),630 9TH AVE,juice press,Yes,No
BRONX,751044,AC,M&A FRUITS & DELI CORP,M&A FRUITS & DELI,1976,ARTHUR AVENUE STORE 76,,BRONX,10457,,POINT (-73.892976155 40.846822276),1976 ARTHUR AVENUE STORE 76,ma fruits deli,No,Yes
NEW YORK,724913,AC,JUICE PRESS LLC THE,JUICE PRESS 31,625,MADISON AVE,,NEW YORK,10022,800,POINT (-73.971502014 40.763218659),625 MADISON AVE,juice press,Yes,No
BRONX,608551,AC,M&A GOURMET DELI INC,M&A GOURMET DELI,777,ALLERTON AVE,,BRONX,10467,1000,POINT (-73.864317506 40.865651216),777 ALLERTON AVE,ma gourmet deli,No,Yes
QUEENS,725389,A,M&B CANDY GROCERY STORE INC,M&B CANDY GROCERY STORE,89-45,ELMHURST AVE,,ELMHURST,11373,1000,POINT (-73.876606717 40.748123522),89-45 ELMHURST AVE,mb candy grocery store,No,Yes
