County,License Number,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,City,Zip Code,Square Footage,Georeference,Full Address,Normalized DBA Name,Is Chain Store,Is Grocery Store
KINGS,610980,AC,THABET NOAMAN & ALI NAJEEB ABDO,M&D MINI MARKET,613,MARCY AVE,,BROOKLYN,11206,2500,POINT (-73.94875487 40.69380967),613 MARCY AVE,md mini market,No,Yes
KINGS,610109,AC,M&D WARSAW POLISH DELI CORP,M&D WARSAW DELI,4012,14TH AVE,,BROOKLYN,11218,1600,POINT (-73.985068292 40.638564043),4012 14TH AVE,md warsaw deli,No,Yes
KINGS,723840,AC,JUICE PRESS LLC THE,JUICE PRESS 32,207,7TH AVE,,BROOKLYN,11215,1500,POINT (-73.978588746 40.670266622),207 7TH AVE,juice press,Yes,No
NEW YORK,745913,AC,JUICE PRESS LLC THE,JUICE PRESS 40,330,W 34TH ST,,NEW YORK,10001,8000,POINT (-73.995253646 40.752786501),330 W 34TH ST,juice press,Yes,No
NEW YORK,724891,AC,JUICE PRESS LLC THE,JUICE PRESS 5,122,GREENWICH AVE****,,NEW YORK,10014,1000,POINT (-74.002555876 40.739252996),122 GREENWICH AVE****,juice press,Yes,No
KINGS,746388,AC,M&J DELI GROCERY NY CORP,M&J DELI GROCERY NY,1253,SCHENECTADY AVE,,BROOKLYN,11203,,POINT (-73.932135568 40.6423245),1253 SCHENECTADY AVE,mj deli grocery ny,No,Yes
KINGS,722295,AC,M&L FAMILY DELI GROCERY CORP,M&L FAMILY DELI GROCERY,4524,7TH AVENUE,,BROOKLYN,11220,1600,POINT (-74.003623311 40.644859523),4524 7TH AVENUE,ml family deli grocery,No,Yes
RICHMOND,640202,AC,MK SUPERETTE INC,M&M BAGEL & DELI,1609,VICTORY BLVD,,STATEN ISLAND,10314,1500,POINT (-74.117237159 40.613655122),1609 VICTORY BLVD,mm bagel deli,No,Yes
KINGS,756897,AC,M&M DETOX DELI CORP,M&M DETOX DELI,134,MANHATTAN AVENUE,,BROOKLYN,11206,,POINT (-73.94478914 40.70733672),134 MANHATTAN AVENUE,mm detox deli,No,Yes
BRONX,707564,AC,M&M GOURMET DELI INC,M&M GOURMET DELI,2102,EASTCHESTER AVE,,BRONX,10461,1100,POINT (-73.84374513 40.856303424),2102 EASTCHESTER AVE,mm gourmet deli,No,Yes
QUEENS,750037,AC,M&M GRILL N JUICE CORP,M&M GRILL N JUICE,218-71,HEMPSTEAD AVE,,QUEENS VILLAGE,11429,,POINT (-73.736342314 40.713415081),218-71 HEMPSTEAD AVE,mm grill n juice,No,No
NEW YORK,724926,AC,JUICE PRESS LLC THE,JUICE PRESS 6,201,E 10TH ST,,NEW YORK,10003,400,POINT (-73.98644854 40.729736183),201 E 10TH ST,juice press,Yes,No
KINGS,723802,AC,JUICE PRESS LLC THE,JUICE PRESS 8,144,N 8TH ST,,BROOKLYN,11249,200,POINT (-73.957909836 40.718761883),144 N 8TH ST,juice press,Yes,No
KINGS,731741,AC,M&N DELI & ORGANIC INC,M&N DELI & ORGANIC,186,BROADWAY,,BROOKLYN,11211,1000,POINT (-73.96211663 40.709741824),186 BROADWAY,mn deli organic,No,Yes
QUEENS,637047,AC,M&N DELI GROCERY INC,M&N DELI GROCERY,96-27,ATLANTIC AVE,,WOODHAVEN,11421,1500,POINT (-73.846111844 40.6891267),96-27 ATLANTIC AVE,mn deli grocery,No,Yes
NEW YORK,724883,AC,JUICE PRESS LLC THE,JUICE PRESS EQ13,1,PARK AVE,,NEW YORK,10016,500,POINT (-73.98184369 40.745985257),1 PARK AVE,juice press eq,Yes,No
NEW YORK,627298,AC,SJT PRINCE LLC,M&O MARKET & DELI,124,THOMPSON ST,,NEW YORK,10012,3500,POINT (-74.001433958 40.726167001),124 THOMPSON ST,mo market deli,No,Yes
BRONX,752938,AC,M&R BRONX DELI CORP,M&R BRONX DELI,1991,BRONXDALE AVE,,BRONX,10462,1200,POINT (-73.864681783 40.849812562),1991 BRONXDALE AVE,mr bronx deli,No,Yes
NEW YORK,724886,AC,JUICE PRESS LLC THE,JUICE PRESS EQ14,203,E 85TH ST,,NEW YORK,10028,,POINT (-73.953936228 40.778024537),203 E 85TH ST,juice press eq,Yes,No
KINGS,728317,A,JUICE PRESS LLC THE,JUICE PRESS EQ23,194,JORALEMON ST,,BROOKLYN,11201,,POINT (-73.991409202 40.692511942),194 JORALEMON ST,juice press eq,Yes,No
KINGS,708030,AC,M&S MINI MARKET CORP,M&S MINI MARKET,7301,3RD AVE,,BROOKLYN,11209,1500,POINT (-74.027124911 40.632705931),7301 3RD AVE,ms mini market,No,Yes
NEW YORK,745910,AC,JUICE PRESS LLC THE,JUICE PRESS EQ28,817,LEXINGTON AVE,,NEW YORK,10065,,POINT (-73.966376062 40.764477705),817 LEXINGTON AVE,juice press eq,Yes,No
KINGS,731995,AC,M&S SMOKE SHOP&GROCERY CORP,M&S SMOKE SHOP&GROCERY,1137,FLATBUSH AVENUE,,BROOKLYN,11226,1000,POINT (-73.957350428 40.642506848),1137 FLATBUSH AVENUE,ms smoke shopgrocery,No,No
QUEENS,756358,AC,M&T DELI CORP,M&T DELI,172-23,JAMAICA AVE,,JAMAICA,11432,800,POINT (-73.787063516 40.708000944),172-23 JAMAICA AVE,mt deli,No,Yes
QUEENS,744658,A,M&T GROCERY INC,M&T GROCERY,83-43,DONGAN AVE.,,ELMHURST,11373,1500,POINT (-73.879644486 40.740493434),83-43 DONGAN AVE.,mt grocery,No,Yes
QUEENS,747888,AC,M&W DELI INC,M&W DELI,54-00,MYRTLE AVENUE,,RIDGEWOOD,11385,,POINT (-73.910751657 40.699497084),54-00 MYRTLE AVENUE,mw deli,No,Yes
NEW YORK,746576,AC,M&Z DELI 1 CORP,M&Z DELI 1,185,AVENUE C,,NEW YORK,10009,,POINT (-73.9770132 40.726878499),185 AVENUE C,mz deli,No,Yes
NEW YORK,739767,AC,JUICE PRESS LLC THE,JUICE PRESS EQ42,32,HUDSON YARDS,,NEW YORK,10001,,POINT (-74.001970987 40.754592382),32 HUDSON YARDS,juice press eq,Yes,No
KINGS,751641,AC,3902 DELI CORP,M9 DELI,3902,9TH AVENUE,,BROOKLYN,11232,,POINT (-73.995338974 40.645927545),3902 9TH AVENUE,m9 deli,No,Yes
NEW YORK,734600,AC,JUICE PRESS LLC THE,JUICE PRESS EQ43,330,E 61ST ST,,NEW YORK,10065,,POINT (-73.96193315 40.7611332),330 E 61ST ST,juice press eq,Yes,No
KINGS,743986,A,MA GOODLUCK CONVENIENCE INC,MA GOODLUCK CONVENIENCE,2207,BATH AVE,,BROOKLYN,11214,900,POINT (-73.996954921 40.598462378),2207 BATH AVE,ma goodluck convenience,No,No
QUEENS,729811,AC,MAA SUPERMARKET INC,MAA SUPERMARKET,87-81,PARSONS BLVD,,JAMAICA,11432,1200,POINT (-73.802293853 40.707154959),87-81 PARSONS BLVD,maa supermarket,No,Yes
KINGS,742505,A,MAA SUPERMARKET NYC INC,MAA SUPERMARKET NYC,80,CHURCH AVE 1ST FL,,BROOKLYN,11218,1200,POINT (-73.980245513 40.642330577),80 CHURCH AVE 1ST FL,maa supermarket nyc,No,Yes
NEW YORK,754181,AC,JUICE PRESS LLC THE,JUICE PRESS EQ44,97,GREENWICH AVE,,NEW YORK,10014,800,POINT (-74.001859759 40.737567102),97 GREENWICH AVE,juice press eq,Yes,No
NEW YORK,724878,AC,JUICE PRESS LLC THE,JUICE PRESS EQ6,421,HUDSON ST,,NEW YORK,10014,500,POINT (-74.007096018 40.729882322),421 HUDSON ST,juice press eq,Yes,No
KINGS,747537,AC,MACARENO MINI MARKET CORP,MACARENO MINI MARKET,4901,5TH AVE,,BROOKLYN,11220,,POINT (-74.009700443 40.645516916),4901 5TH AVE,macareno mini market,No,Yes
NEW YORK,724880,AC,JUICE PRESS LLC THE,JUICE PRESS EQ8,225,LIBERTY ST,,NEW YORK,10281,,POINT (-74.015329226 40.71156451),225 LIBERTY ST,juice press eq,Yes,No
KINGS,737433,A,JULIANS DISCOUNT STORE INC,JULIANS DISCOUNT STORE,260,UTICA AVE SUITE 2,,BROOKLYN,11213,6000,POINT (-73.931197884 40.669596782),260 UTICA AVE SUITE 2,julians discount store,No,Yes
NEW YORK,740410,AC,JULIE & C INC,JULIE & C,28,W 32ND STREET,,NEW YORK,10001,800,POINT (-73.987014403 40.747696506),28 W 32ND STREET,julie c,No,Yes
NEW YORK,752854,AC,1431 JB LLC,JULIEN BOULANGERIE,1431,YORK AVE,,NEW YORK,10021,800,POINT (-73.952150379 40.769355428),1431 YORK AVE,julien boulangerie,Yes,No
NEW YORK,727220,AC,MACOMBS 1 DELI GROCERY INC,MACOMBS 1 DELI GROCERY,67,MACOMBS PLACE,,NEW YORK,10039,,POINT (-73.937514235 40.826976612),67 MACOMBS PLACE,macombs 1 deli grocery,No,Yes
BRONX,751450,AC,MADE IN MEXICO DELI GROCERY CORP,MADE IN MEXICO DELI GROCERY,1764,EAST 174TH STREET,,BRONX,10472,1500,POINT (-73.868662517 40.834690812),1764 EAST 174TH STREET,made in mexico deli grocery,No,Yes
KINGS,746161,ABC,186PS LLC,JULIEN BOULANGERIE,186,5TH AVE,,BROOKLYN,11217,750,POINT (-73.980057591 40.677249166),186 5TH AVE,julien boulangerie,Yes,No
NEW YORK,730227,AC,MADINA DELI SHOP INC,MADINA DELI SHOP,402,E 11TH STREET,,NEW YORK,10009,900,POINT (-73.983672286 40.729143834),402 E 11TH STREET,madina deli shop,No,Yes
QUEENS,733277,AC,JUNE FISH INC,JUNE FISH,143-65,243RD STREET,,ROSEDALE,11422,820,POINT (-73.739023308 40.660534269),143-65 243RD STREET,june fish,No,No
NEW YORK,754315,AC,MADINA HALAL MEAT & GROCERY INC,MADINA HALAL MEAT & GROCERY,402,E 11TH ST,,NEW YORK,10009,,POINT (-73.983672286 40.729143834),402 E 11TH ST,madina halal meat grocery,No,Yes
KINGS,670876,AC,AL-BUKHARA INC,MADINA MARKET SQUARE,6323,20TH AVE,,BROOKLYN,11204,1500,POINT (-73.985014229 40.617147526),6323 20TH AVE,madina market square,No,Yes
BRONX,736455,AC,MADINA MUNAWARA GROCERY & HALAL MEAT INC,MADINA MUNAWARA GROCERY & HALAL MEAT,3110,BAINBRIDGE AVENUE,,BRONX,10467,1200,POINT (-73.879149535 40.873970087),3110 BAINBRIDGE AVENUE,madina munawara grocery halal meat,No,Yes
QUEENS,630033,A,WESTERN BEEF RETAIL INC,JUNIORS FOOD OUTLETS,145-35,ROCKAWAY BLVD,,SOUTH OZONE PARK,11436,10000,POINT (-73.792326596 40.673708148),145-35 ROCKAWAY BLVD,juniors food outlets,No,Yes
KINGS,746479,ACH,JUCEDARO LLC,JUS BY JULIE,1306,AVENUE M,,BROOKLYN,11230,2000,POINT (-73.961581278 40.617725668),1306 AVENUE M,jus by julie,Yes,Yes
NEW YORK,758882,AC,MADISON CAFE & GRILL CORPORATION,MADISON CAFE & GRILL,244,MADISON AVE,,NEW YORK,10016,1600,POINT (-73.981389894 40.750159696),244 MADISON AVE,madison cafe grill,No,No
KINGS,744692,AC,JUS BAR LLC,JUS BY JULIE,502,AVENUE U,,BROOKLYN,11223,1500,POINT (-73.966678816 40.597585757),502 AVENUE U,jus by julie,Yes,Yes
KINGS,671178,A,JWW MINI STORE INC,JWW MINI STORE,5221,7TH AVE,,BROOKLYN,11220,1800,POINT (-74.007397682 40.640835497),5221 7TH AVE,jww mini store,No,Yes
NEW YORK,740055,AC,J 2 GAO INC,JZ GAO,28,FORSYTH STREET,,NEW YORK,10002,,POINT (-73.994313699 40.715262522),28 FORSYTH STREET,jz gao,No,Yes
BRONX,749205,AC,ROON INC,K & C FRUIT & VEGETABLES,4026,WHITE PLAINS RD,,BRONX,10466,,POINT (-73.859437142 40.889292835),4026 WHITE PLAINS RD,k c fruit vegetables,No,Yes
KINGS,761787,AC,K & H GRILL CORP,K & H GRILL,1918,KINGS HWY,,BROOKLYN,11229,2000,POINT (-73.954057514 40.610366105),1918 KINGS HWY,k h grill,No,No
BRONX,702655,AC,K & L FRUIT & VEGETABLE CORP,K & L FRUIT & VEGETABLE,558,MORRIS AVE,,BRONX,10451,2000,POINT (-73.922438125 40.817725589),558 MORRIS AVE,k l fruit vegetable,No,Yes
NEW YORK,721372,AC,1500 MADISON MART INC,MADISON DELI,1550,MADISON AVE,,NEW YORK,10029,1800,POINT (-73.950211729 40.792897931),1550 MADISON AVE,madison deli,No,Yes
KINGS,755023,AC,NEYMAR FARMS IMPORT LLC,K & S FARMS,5109,CHURCH AVE,,BROOKLYN,11203,2000,POINT (-73.929291257 40.652022303),5109 CHURCH AVE,k s farms,No,Yes
QUEENS,759482,AC,K CHOICE FARM INC,K CHOICE FARM,45-20,46TH STREET,,SUNNYSIDE,11104,,POINT (-73.918951421 40.742522651),45-20 46TH STREET,k choice farm,No,Yes
KINGS,754111,AC,MADISON DELI FOOD CORP,MADISON DELI FOOD,3402,AVENUE I,,BROOKLYN,11210,,POINT (-73.943273692 40.6294504),3402 AVENUE I,madison deli food,No,Yes
QUEENS,714130,AC,WOO CHRISTINA S,K POP,29-02,UNION ST,,FLUSHING,11354,50,POINT (-73.826796838 40.771946945),29-02 UNION ST,k pop,No,Yes
NEW YORK,711436,AC,MADISON OK MARKET INC,MADISON OK MARKET,1291,MADISON AVE,,NEW YORK,10128,2200,POINT (-73.955969258 40.784487655),1291 MADISON AVE,madison ok market,No,Yes
NEW YORK,759119,AC,MADISON SQUARE CONVIENENCE CORP,MADISON SQUARE CONVIENENCE,266,W 23RD ST,,NEW YORK,10011,,POINT (-73.998202483 40.745011447),266 W 23RD ST,madison square convienence,No,No
BRONX,709086,A,K&M DISCOUNT CENTER LLC,K&M DISCOUNT CENTER,2740,3RD AVE,,BRONX,10455,2300,POINT (-73.920915552 40.814187043),2740 3RD AVE,km discount center,No,Yes
BRONX,600758,ABH,MADONIA BROTHERS BAKERY INC,MADONIA BROTHERS BAKERY,2348,ARTHUR AVE,,BRONX,10458,3400,POINT (-73.888405419 40.854380783),2348 ARTHUR AVE,madonia brothers bakery,No,No
NEW YORK,732587,AC,MAGHAM DELI CORP,MAGHAM DELI,67,AVENUE D,,NEW YORK,10009,,POINT (-73.977232722 40.722295107),67 AVENUE D,magham deli,No,Yes
QUEENS,632738,AC,K&T PROVISIONS INC,K&T MEATS,37-11,BROADWAY,,ASTORIA,11103,2500,POINT (-73.920084906 40.759631792),37-11 BROADWAY,kt meats,No,No
KINGS,753503,A,KA WING GROUP INC,KA WING GROUP,2261A,86TH ST,,BROOKLYN,11214,2000,POINT (-73.992095512 40.601112987),2261A 86TH ST,ka wing group,No,Yes
KINGS,706858,AC,MAGIC GROCERY CORP,MAGIC GROCERY,301,CHURCH AVENUE,,BROOKLYN,11218,1200,POINT (-73.977356271 40.643828255),301 CHURCH AVENUE,magic grocery,No,Yes
KINGS,754493,A,KA WING HONG CORP,KA WING HONG,6722,BAY PKWY,,BROOKLYN,11204,,POINT (-73.983243217 40.612361124),6722 BAY PKWY,ka wing hong,No,Yes
KINGS,613304,AC,S KAHAN GROCERY INC,KAHANS FOOD MART,268,MARCY AVE,,BROOKLYN,11211,1500,POINT (-73.956333787 40.705286004),268 MARCY AVE,kahans food mart,No,Yes
KINGS,614601,A,KAHAN SUPERETTE INC,KAHANS SUPERETTE,317,KINGSTON AVE,,BROOKLYN,11213,1200,POINT (-73.942155798 40.668335976),317 KINGSTON AVE,kahans superette,No,Yes
NEW YORK,622971,AC,MARHABA INTERNATIONAL INC,KALUSTYANS,123,LEXINGTON AVE,,NEW YORK,10016,2200,POINT (-73.982175865 40.742798625),123 LEXINGTON AVE,kalustyans,No,Yes
RICHMOND,708962,AC,KAP FUEL & FOOD INC,KAP FUEL & FOOD,970,BLOOMINGDALE RD,,STATEN ISLAND,10309,1500,POINT (-74.221402506 40.549870264),970 BLOOMINGDALE RD,kap fuel food,No,No
BRONX,745072,A,KARAM SERVICE STATION INC,KARAM SERVICE STATION,600,PELHAM PKWY S,,BRONX,10462,800,POINT (-73.868829149 40.856438079),600 PELHAM PKWY S,karam service station,No,Yes
QUEENS,724610,AC,KRISHNA HOLDING INC,MAHARAJA FARMERS MARKET,249-12,HILLSIDE AVE,,BELLEROSE,11426,5500,POINT (-73.717855901 40.735134338),249-12 HILLSIDE AVE,maharaja farmers market,No,Yes
KINGS,736391,AC,MAHBEER CONVENIENCE INC,MAHBEER CONVENIENCE,2321,65TH STREET,,BROOKLYN,11204,,POINT (-73.978516745 40.612281035),2321 65TH STREET,mahbeer convenience,No,No
KINGS,710597,AC,MAHBUB DELI AND MARKET INC,MAHBUB DELI AND MARKET,6523,20TH AVE,,BROOKLYN,11204,1000,POINT (-73.986271515 40.615937137),6523 20TH AVE,mahbub deli and market,No,Yes
KINGS,727734,AC,KARZINKA CORP,KARZINKA,6629,BAY PARKWAY,,BROOKLYN,11204,2000,POINT (-73.982332272 40.612742417),6629 BAY PARKWAY,karzinka,No,Yes
BRONX,756031,AC,MAHYOOB DELI GROCERY CORP,MAHYOOB DELI GROCERY,56,W 183RD ST,,BRONX,10453,1600,POINT (-73.906093246 40.859027626),56 W 183RD ST,mahyoob deli grocery,No,Yes
QUEENS,720141,AC,KARZINKA US INC,KARZINKA US,64-46A,108TH ST,,FOREST HILLS,11375,3000,POINT (-73.84921692 40.731689418),64-46A 108TH ST,karzinka us,No,Yes
NEW YORK,623739,AC,KATAGIRI&CO INC,KATAGIRI,224,E 59TH ST,,NEW YORK,10022,5000,POINT (-73.965479868 40.760987816),224 E 59TH ST,katagiri,No,Yes
KINGS,740967,A,I & B PHARMACY INC,MAIN PHARMACY,2350,86TH TREET,,BROOKLYN,11214,1500,POINT (-73.990417371 40.59968601),2350 86TH TREET,main pharmacy,No,No
NEW YORK,728641,AC,KATAGIRI & CO INCORPORATED,KATAGIRI & CO,370,LEXINGTON AVENUE STE 107,,NEW YORK,10017,3500,POINT (-73.976852351 40.750591616),370 LEXINGTON AVENUE STE 107,katagiri co,No,Yes
KINGS,756915,AC,MAIN STOP DELI & GROCERY CORP,MAIN STOP DELI & GROCERY,2706,MERMAID AVE,,BROOKLYN,11224,1000,POINT (-73.993578439 40.575538879),2706 MERMAID AVE,main stop deli grocery,No,Yes
BRONX,604712,AC,KATELYN FOOD CENTER INC,KATELYN FOOD CENTER,3201,PARK AVE,,BRONX,10451,1300,POINT (-73.91654506 40.82517731),3201 PARK AVE,katelyn food center,No,Yes
QUEENS,730498,A,KAVYA OPTIMO II INC,KAVYA OPTIMO II,74-29,METROPOLITAN AVENUE,,MIDDLE VILLAGE,11379,800,POINT (-73.87719521 40.713059507),74-29 METROPOLITAN AVENUE,kavya optimo ii,No,Yes
KINGS,738625,AC,MAITA DELI GROCERY CORP,MAITA DELI GROCERY,1571,ST JOHNS PLACE,,BROOKLYN,11213,900,POINT (-73.925560384 40.670452197),1571 ST JOHNS PLACE,maita deli grocery,No,Yes
KINGS,611545,A,ARSHAD MUHAMMAD,MAJ GROCERY,950,MCDONALD AVE,,BROOKLYN,11218,1000,POINT (-73.977387368 40.63090575),950 MCDONALD AVE,maj grocery,No,Yes
KINGS,714479,AC,MAJESTY DELI & GROCERY INC,MAJESTY DELI & GROCERY,220,MALCOLM X BLVD,,BROOKLYN,11221,1200,POINT (-73.929760137 40.685748291),220 MALCOLM X BLVD,majesty deli grocery,No,Yes
BRONX,758360,AC,THOMAS LEKISHA,KAYLA'S HUT PLUS,805,PROSPECT AVENUE,,BRONX,10455,900,POINT (-73.902056186 40.819146783),805 PROSPECT AVENUE,kaylas hut plus,No,Yes
QUEENS,639585,A,KC FOODMART INC,KC FOODMART,136-02,BOOTH MEMORIAL AVE,,FLUSHING,11355,825,POINT (-73.828911257 40.747153443),136-02 BOOTH MEMORIAL AVE,kc foodmart,No,Yes
KINGS,741751,AC,MAKETO SUSHI CORP,MAKETO SUSHI,9105,3RD AVENUE  #27,,BROOKLYN,11209,200,POINT (-74.032290258 40.620072391),9105 3RD AVENUE  #27,maketo sushi,No,No
BRONX,608181,AC,MAKEY DELI GROCERY #1 INC,MAKEY DELI GROCERY,2704,THIRD AVE,,BRONX,10454,1500,POINT (-73.922071333 40.813587569),2704 THIRD AVE,makey deli grocery,No,Yes
QUEENS,630042,A,KEELA'S BEST BUY INC,KEELA'S BEST BUY,109-06,LIBERTY AVE,,RICHMOND HILL,11419,1500,POINT (-73.832624943 40.684013279),109-06 LIBERTY AVE,keelas best buy,No,Yes
NEW YORK,742081,AC,KEN SHIN TRADING INC,KEN SHIN TRADING,133,MOTT ST,,NEW YORK,10013,,POINT (-73.996879148 40.71844073),133 MOTT ST,ken shin trading,No,Yes
KINGS,753191,A,MAKOLET MARKET LLC,MAKOLET MARKET,999,CLARKSON AVE,,BROOKLYN,11212,,POINT (-73.924893185 40.658201208),999 CLARKSON AVE,makolet market,No,Yes
BRONX,709830,ACH,KANESHIE KENKEY HUT INC,KENKEY HUT,2427-11,WEBSTER AVE.,,BRONX,10458,500,POINT (-73.893737902 40.85967911),2427-11 WEBSTER AVE.,kenkey hut,No,Yes
QUEENS,639355,AC,KENWOOD COMMERCE INC,KENWOOD COMMERCE,46-31,SKILLMAN AVE,,SUNNYSIDE,11104,600,POINT (-73.917195412 40.74661545),46-31 SKILLMAN AVE,kenwood commerce,No,Yes
NEW YORK,628500,A,KEUR AA MATY CORP,KEUR AA MATY,2251,7TH AVE,,NEW YORK,10027,800,POINT (-73.944718171 40.813637501),2251 7TH AVE,keur aa maty,No,Yes
BRONX,753944,AC,MAL DELI & GROCERY CORP,MAL DELI & GROCERY,1226,E GUN HILL RD.,,BRONX,10469,,POINT (-73.85155874 40.872484814),1226 E GUN HILL RD.,mal deli grocery,No,Yes
QUEENS,734181,AC,MALA & SONS GROCERY CORP,MALA & SONS GROCERY,107-18,101ST AVENUE,,OZONE PARK,11416,,POINT (-73.835377225 40.687167053),107-18 101ST AVENUE,mala sons grocery,No,Yes
QUEENS,758856,AC,SUN KEY FOOD LLC,KEY FOOD,108-16,LIBERTY AVE,,SOUTH RICHMOND HILL,11419,,POINT (-73.833254927 40.68376442),108-16 LIBERTY AVE,key food,Yes,Yes
BRONX,756940,AC,KWG FOOD CORP,KEY FOOD,3515,JEROME AVENUE,,BRONX,10467,,POINT (-73.881860829 40.88240773),3515 JEROME AVENUE,key food,Yes,Yes
BRONX,604562,AC,MALATA AFRICAN&CARIBBEAN MKT INC,MALATA AFRICAN MARKET,185,MCCLELLAN ST STORE #8,,BRONX,10456,1000,POINT (-73.917893625 40.832819888),185 MCCLELLAN ST STORE #8,malata african market,No,Yes
BRONX,753651,AC,KINGSTON FINE FOODS CORP,KEY FOOD,2711,WHITE PLAINS ROAD,,BRONX,10467,10000,POINT (-73.867538503 40.866043908),2711 WHITE PLAINS ROAD,key food,Yes,Yes
KINGS,750785,AC,UTRECHT FOOD CORP,KEY FOOD,7000,UTRECHT AVENUE,,BROOKLYN,11228,,POINT (-73.999211664 40.619797088),7000 UTRECHT AVENUE,key food,Yes,Yes
QUEENS,742630,AC,HANS KF CORP,KEY FOOD,148-35,JAMAICA AVENUE,,JAMAICA,11435,,POINT (-73.810452421 40.702081425),148-35 JAMAICA AVENUE,key food,Yes,Yes
BRONX,734461,AC,881 STADIUM FOOD CORP,KEY FOOD,881,GERARD AVENUE,,BRONX,10452,,POINT (-73.924753877 40.828076904),881 GERARD AVENUE,key food,Yes,Yes
QUEENS,732977,ABC,7915 PRODUCE & MEAT INC,KEY FOOD,79-15,MAIN STREET,,FLUSHING,11367,15000,POINT (-73.816866546 40.718384865),79-15 MAIN STREET,key food,Yes,Yes
QUEENS,732856,AC,66-56 MEAT CORP,KEY FOOD,66-56,GRAND AVE,,MASPETH,11378,,POINT (-73.897050765 40.72484572),66-56 GRAND AVE,key food,Yes,Yes
QUEENS,759335,AC,MALEK DELI CORP,MALEK DELI,137-44,GUY R BREWER BLVD,,JAMAICA,11434,1600,POINT (-73.77522956 40.672914661),137-44 GUY R BREWER BLVD,malek deli,No,Yes
QUEENS,730006,AC,BH KEYFOOD NY LLC,KEY FOOD,220-46,HILLSIDE AVE,,QUEENS VILLAGE,11427,12000,POINT (-73.742131988 40.731039108),220-46 HILLSIDE AVE,key food,Yes,Yes
QUEENS,724654,AC,ROCHDALE MEAT & PRODUCE LLC,KEY FOOD,166-02,BAISLEY BLVD,,JAMAICA,11434,20000,POINT (-73.776237952 40.678919806),166-02 BAISLEY BLVD,key food,Yes,Yes
RICHMOND,721324,ABC,ARDEN MARKETPLACE INC,KEY FOOD,244,ARDEN AVE,,STATEN ISLAND,10312,30000,POINT (-74.193782124 40.552917295),244 ARDEN AVE,key food,Yes,Yes
QUEENS,633347,AC,ALAM & BROTHERS INC,MALIK GROCERY&HALAL MT,42-01,QUEENS BLVD,,SUNNYSIDE,11104,1200,POINT (-73.922222962 40.743870042),42-01 QUEENS BLVD,malik groceryhalal mt,No,Yes
QUEENS,631608,AC,MALIKI GROCERY INC,MALIKI GROCERY,110-19,LIBERTY AVE,,RICHMOND HILL,11419,2500,POINT (-73.831280318 40.684825401),110-19 LIBERTY AVE,maliki grocery,No,Yes
QUEENS,719548,AC,SIX TOWERS MEAT MARKET INC,KEY FOOD,61-10,QUEENS BLVD,,WOODSIDE,11377,,POINT (-73.903546321 40.741112354),61-10 QUEENS BLVD,key food,Yes,Yes
KINGS,719203,AC,492 SUPERMARKET CORP,KEY FOOD,492,MYRTLE AVE,,BROOKLYN,11205,12700,POINT (-73.965306698 40.693345522),492 MYRTLE AVE,key food,Yes,Yes
KINGS,718375,AC,169 MEAT CORP,KEY FOOD,1407,FOSTER AVE,,BROOKLYN,11230,,POINT (-73.963679603 40.633945489),1407 FOSTER AVE,key food,Yes,Yes
KINGS,714914,AC,7414 3RD AVE MEAT LLC,KEY FOOD,7414,3RD AVE,,BROOKLYN,11209,20000,POINT (-74.027892693 40.63163904),7414 3RD AVE,key food,Yes,Yes
RICHMOND,753802,AC,MAM&J GRILL & CONVENIENCE CORP,MAM&J GRILL & CONVENIENCE,251,BROAD ST,,STATEN ISLAND,10304,1000,POINT (-74.082928772 40.623671916),251 BROAD ST,mamj grill convenience,No,No
QUEENS,714056,AC,ALMONTE BAY FOOD CORP,KEY FOOD,163-30,CROSSBAY BLVD,,HOWARD BEACH,11414,10000,POINT (-73.821450247 40.614436548),163-30 CROSSBAY BLVD,key food,Yes,Yes
BRONX,606667,AC,MELO PABLO,MAMA FIFI GROCERY,595,TAYLOR AVE,,BRONX,10473,1200,POINT (-73.862134187 40.817305572),595 TAYLOR AVE,mama fifi grocery,No,Yes
BRONX,756136,AC,MAMAS DELI CORP,MAMA'S DELI,1553,WATSON AVENUE,,BRONX,10472,1000,POINT (-73.877019609 40.826376593),1553 WATSON AVENUE,mamas deli,No,Yes
NEW YORK,709413,AC,1769 CENTRAL FOODS LLC,KEY FOOD,1769,2ND AVE,,NEW YORK,10128,8000,POINT (-73.949036502 40.781922415),1769 2ND AVE,key food,Yes,Yes
KINGS,745410,AC,MAMI DELI& MINI MARKET CORP,MAMI DELI& MINI MARKET,523,ROGERS AVENUE,,BROOKLYN,11225,,POINT (-73.953208595 40.659366334),523 ROGERS AVENUE,mami deli mini market,No,Yes
KINGS,709123,AC,DOLEH 919 FOOD CORP,KEY FOOD,3485,NEPTUNE AVE,,BROOKLYN,11224,10000,POINT (-74.001670915 40.577287008),3485 NEPTUNE AVE,key food,Yes,Yes
RICHMOND,707484,AC,KINGDOM CASTLE FOOD CORP,KEY FOOD,300,SAND LANE,,STATEN ISLAND,10305,9000,POINT (-74.068215934 40.592229846),300 SAND LANE,key food,Yes,Yes
