County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
KINGS,671006,Store,ABC,NUNZIO & SONS BAKING CORP,NAPOLI BAKERY,616,METROPOLITAN AVE,,,BROOKLYN,NY,11211,3000,POINT (-73.948477429 40.714027742)
KINGS,671004,Store,A,FT HAMILTON MARKET CORP,FT HAMILTON MARKET,5110,FT HAMILTON PKWY,,,BROOKLYN,NY,11219,3500,POINT (-73.999558675 40.637311493)
QUEENS,671001,Store,AC,QUEENS BOULEVARD COFFEE INC,PARROT COFFEE GROCERY,45-15,QUEENS BLVD,,,SUNNYSIDE,NY,11104,2000,POINT (-73.918849581 40.743481666)
KINGS,670987,Store,AC,TWO DELI CORP,TWO DELI,140,PENNSYLVANIA AVE,,,BROOKLYN,NY,11207,1500,POINT (-73.8967403 40.674275309)
KINGS,670979,Store,AC,ORGANIC DELI&GROCERY CORP,ORGANIC DELI&GROCERY,1018,MANHATTAN AVE,,,BROOKLYN,NY,11222,1600,POINT (-73.954667465 40.733650281)
KINGS,670976,Store,AC,STOP II ORGANIC&GROCERY STR CORP,STOP II ORGANIC&GRCY ST,585,VANDERBILT AVE,,,BROOKLYN,NY,11238,900,POINT (-73.967811295 40.680036233)
QUEENS,670975,Store,AC,K&A PLUS OF NEW YORK INC,GARDEN BAY DELI,77-04,21ST AVE,,,JACKSON HEIGHTS,NY,11370,1600,POINT (-73.892582037 40.770428605)
QUEENS,670973,Store,AC,AKSHAR 108 INC,MINI MART,64-15,108TH ST,,,FOREST HILLS,NY,11375,2500,POINT (-73.849191439 40.732628359)
KINGS,670964,Store,ACDK,RED HOOK WINERY LLC,RED HOOK WINERY,175-204,VAN DYKE ST. SUITE 325A,,,BROOKLYN,NY,11231,7000,POINT (-74.017332082 40.677599488)
QUEENS,670961,Store,AC,JAYLI INTERNATIONAL DELI INC,JAYLI INTNL DELI,94-11,ASTORIA BLVD,,,EAST ELMHURST,NY,11369,1500,POINT (-73.874756495 40.763117825)
QUEENS,670958,Store,AC,4G DELI CORP,4G DELI,113-16,SUTPHIN BLVD,,,JAMAICA,NY,11435,1200,POINT (-73.794187463 40.686432212)
QUEENS,670933,Store,AC,BIG LOU DELI & GROCERY CORP,BIG LOU DELI & GROCERY,201-01,MURDOCK AVE,,,SAINT ALBANS,NY,11412,1000,POINT (-73.753686777 40.700404048)
KINGS,670929,Store,AC,ROCKY DELI GROCERY INC,ROCKY DELI GROCERY,590,BROADWAY,,,BROOKLYN,NY,11206,1200,POINT (-73.947324582 40.703670644)
QUEENS,670927,Store,AC,LADY M MANUFACTURING LLC,LADY M CONFECTIONS,9-08,43RD RD,,,LONG ISLAND CITY,NY,11101,0,POINT (-73.949949543 40.751683736)
QUEENS,670921,Store,AC,MYRTLE MINI MART INC,MYRTLE MINI MART,64-40,MYRTLE AVE,,,RIDGEWOOD,NY,11385,1000,POINT (-73.890831393 40.700868657)
QUEENS,670920,Store,AC,82 MARKET INC,82 MARKET,40-17,82ND ST,,,ELMHURST,NY,11373,2000,POINT (-73.883704009 40.747083412)
QUEENS,670899,Store,AC,MERRICK DELI & GROCERY INC,MERRICK DELI & GROCERY,227-20,MERRICK BLVD,,,SPRINGFIELD GARDENS,NY,11413,1200,POINT (-73.742413285 40.67660397)
KINGS,670893,Store,AC,WOOD SMOKE COMPANY INC,TAP BEER,2081,E 19TH ST,,,BROOKLYN,NY,11229,300,POINT (-73.952512897 40.599535052)
QUEENS,670881,Store,AC,NFN SUTYAHYO,OK INDOFOOD STORE,88-15,JUSTICE AVE,,,ELMHURST,NY,11373,0,POINT (-73.874693463 40.736911972)
KINGS,670876,Store,AC,AL-BUKHARA INC,MADINA MARKET SQUARE,6323,20TH AVE,,,BROOKLYN,NY,11204,1500,POINT (-73.985014229 40.617147526)
KINGS,670872,Store,AC,STUYVESANT DELI GROCERY CORP,STUYVESANT DELI GROCERY,59,STUYVESANT AVE,,,BROOKLYN,NY,11221,2000,POINT (-73.934116379 40.694006645)
KINGS,670849,Store,AC,MILK FARM GROCERY OF JUSTIN INC,MILK FARM GROCERY&DELI,2865,HARWAY AVE,,,BROOKLYN,NY,11214,1500,POINT (-73.983918882 40.587701272)
KINGS,670834,Store,ABCH,KOSHER CONVENIENCE INC,KOSHER CONVENIENCE,1304,AVENUE M,,,BROOKLYN,NY,11230,2000,POINT (-73.961652356 40.617718124)
QUEENS,670816,Store,AC,GLENOAKS DELI&GROCERY INC,GLENOAKS DELI&GROCERY,253-01,UNION TPKE,,,GLEN OAKS,NY,11004,1700,POINT (-73.717534288 40.744311852)
KINGS,670812,Store,AC,PLAZA GOURMET DELI CORP,PLAZA GOURMET DELI,12,NEWKIRK PLAZA,,,BROOKLYN,NY,11226,2000,POINT (-73.962641169 40.635091253)
KINGS,670796,Store,AC,HADAR GEULAH INC,HADAR GEULAH,5914,18TH AVE,,,BROOKLYN,NY,11204,1000,POINT (-73.987099814 40.622399124)
QUEENS,670795,Store,AC,AF FOOD CORP,KEY FOOD,30-13,36TH AVE,,,LONG ISLAND CITY,NY,11106,10000,POINT (-73.929994578 40.7568433)
KINGS,670791,Store,ABCH,LA NUEVA BAKERY GROCERY CORP,LA NUEVA BAKERY GROCERY,1114,CORTELYOU RD,,,BROOKLYN,NY,11218,2000,POINT (-73.967346937 40.639739647)
QUEENS,670773,Store,AC,CALHOUN FOODS LLC,KEYFOOD 1598,135-46,LEFFERTS BLVD,,,SOUTH OZONE PARK,NY,11420,10000,POINT (-73.821478688 40.669342098)
KINGS,670758,Store,AC,COVERT SUPERMARKET LLC,SUPER PIONEER SUPERMARK,1657,BROADWAY,,,BROOKLYN,NY,11207,10000,POINT (-73.913379048 40.684745228)
KINGS,670753,Store,AC,H&I GROCERY INC,H&I GROCERY,2847,86TH ST,,,BROOKLYN,NY,11223,3000,POINT (-73.977470013 40.592248538)
KINGS,670743,Store,AC,KEAP ST GOURMET DELI CORP,KEAP ST GOURMET DELI,332,KEAP ST,,,BROOKLYN,NY,11211,1000,POINT (-73.954675763 40.708756238)
KINGS,670741,Store,AC,COHETERO ONESIMO,EL CALVARIO DELI GRCY,283,IRVING AVE,,,BROOKLYN,NY,11237,500,POINT (-73.915356339 40.699721678)
QUEENS,670737,Store,AC,7955 AE CO INC,7955 AE CO,135-08,ROOSEVELT AVE,,,FLUSHING,NY,11354,2000,POINT (-73.831592209 40.758963419)
QUEENS,670736,Store,AC,J MART GROUP INC,J MART,40-19,MAIN ST,,,FLUSHING,NY,11354,20000,POINT (-73.83068493 40.760671202)
KINGS,670732,Store,AC,PINNYS TAKE OUT INC,LUZEES TAKE HOME,5421,NEW UTRECHT AVE,,,BROOKLYN,NY,11219,1000,POINT (-73.995245096 40.631667958)
KINGS,670726,Store,AC,HEALTH EMPORIUM INC,HEALTH EMPORIUM,1267,50TH ST,,,BROOKLYN,NY,11219,1200,POINT (-73.993107962 40.634923531)
KINGS,670724,Store,AC,MUCHO LOCO DELI GROCERY CORP,MUCHO LOCO DELI&GROCERY,441,SUTTER AVE,,,BROOKLYN,NY,11212,1000,POINT (-73.902839308 40.66836766)
KINGS,670721,Store,AC,PHARMACY DEPOT LLC,PHARMACY DEPOT,317,BRIGHTON BEACH AVE,,,BROOKLYN,NY,11235,2000,POINT (-73.963622606 40.577324769)
QUEENS,670718,Store,AC,COOPER DELI & GROCERY CORP,COOPER DELI & GROCERY,64-55,COOPER AVE,,,GLENDALE,NY,11385,1200,POINT (-73.890084566 40.698504206)
QUEENS,670698,Store,A,RATNAM ENTERPRISE INC,RICHMOND HILL GRCRY VID,111-09,101ST AVE,,,SOUTH RICHMOND HILL,NY,11419,700,POINT (-73.832416988 40.688270699)
QUEENS,670695,Store,AC,SHANVI CONVENIENCE & GROCERY INC,B & B STATIONARY,111-09,QUEENS BLVD,,,FOREST HILLS,NY,11375,1500,POINT (-73.838175774 40.719209309)
KINGS,670689,Store,AC,SHALOM GROCERY INC,SHALOM GROCERY,2306,CONEY ISLAND AVE,,,BROOKLYN,NY,11223,1000,POINT (-73.961585888 40.600877959)
KINGS,670686,Store,AC,NISSAN ENTERPRISES INC,NISSAN ENTERPRISES,1802,ATLANTIC AVE,,,BROOKLYN,NY,11233,1000,POINT (-73.930024921 40.677197869)
QUEENS,670664,Store,ACDK,PSI MIDATLANTIC SEAFOOD INC,CARIBBEAN GROCERY & FISH M,152-20,ROCKAWAY BLVD,,,JAMAICA,NY,11434,4200,POINT (-73.785182365 40.671786932)
KINGS,670663,Store,ACH,DIPS INC,DIPS,5315,13TH AVE,,,BROOKLYN,NY,11219,1800,POINT (-73.99464403 40.632339306)
KINGS,670650,Store,AC,15TH AVENUE MINI MARKET CORP,15TH AVENUE MINI MARKET,7501,15TH AVE,,,BROOKLYN,NY,11228,1000,POINT (-74.003029286 40.617450406)
KINGS,670639,Store,A,CVS ALBANY LLC,CVS PHARMACY 13019,218,MYRTLE AVE,,,BROOKLYN,NY,11201,0,POINT (-73.979568339 40.69339376)
KINGS,670631,Store,AC,ALEMAN DELI CORP,ALEMAN DELI,1466,PITKIN AVE,,,BROOKLYN,NY,11212,2000,POINT (-73.919566066 40.66825442)
QUEENS,670630,Store,AC,JKS EUROPEAN STYLE MEAT INC,JKS EUROPEAN STYLE MEAT,136-20,ROOSEVELT AVE,1 FL #126,,FLUSHING,NY,11354,200,POINT (-73.829161457 40.759705636)
KINGS,670621,Store,A,GRAND SLAM ENTERPRISES NY INC,GRAND SLAM ENTERPRISES NY,640,CONDUIT AVE,,,BROOKLYN,NY,11208,1000,POINT (-73.865681576 40.675257878)
QUEENS,670599,Store,AC,ALAABELI ABDO H M,HEAVENS DELI GROCERY,102-20,101ST AVE,,,OZONE PARK,NY,11416,600,POINT (-73.839966903 40.685849209)
QUEENS,670589,Store,AC,SAIFUL DELI GROCERY INC,SAIFUL DELI GROCERY,123-02,METROPOLITAN AVE,,,KEW GARDENS,NY,11415,1500,POINT (-73.829029861 40.70511099)
QUEENS,670586,Store,AC,AL-HALIMI AHMED A,2 STAR GRILL DELI GROCR,89-20,SUTTER AVE,,,OZONE PARK,NY,11417,1000,POINT (-73.847098478 40.67625809)
KINGS,670577,Store,AC,FAT MEAT & PRODUCE CORP,BRAVO SUPERMARKET,4808,4TH AVE,,,BROOKLYN,NY,11220,12000,POINT (-74.011820394 40.647489722)
QUEENS,670560,Store,ABCH,NEW ASIAN FOOD PRODUCTS NY CORP,NEW ASIAN FOOD PRODUCTS,140-13,CHERRY AVE,,,FLUSHING,NY,11355,2400,POINT (-73.822401452 40.754278773)
KINGS,670549,Store,AC,FOUR SEASONS GRILL DELI CORP,FOUR SEASONS GRILL DELI,98,WYCKOFF AVE,,,BROOKLYN,NY,11237,2000,POINT (-73.919216541 40.704166727)
KINGS,670548,Store,AC,POLAM INTERNATIONAL MEAT MARKETS INC,POLAM INTL MT MKT II,276,MCGUINNESS BLVD.,,,BROOKLYN,NY,11222,9000,POINT (-73.951621816 40.731674834)
QUEENS,670546,Store,A,CALVINS MEAT MALL CORP,CALVINS MEAT MALL,226-11,MERRICK BLVD,,,SPRINGFIELD GARDENS,NY,11413,1200,POINT (-73.743387681 40.677276492)
QUEENS,670538,Store,AC,ELITE OIL CORP,ELITE OIL,181-08,HORACE HARDING EXPWY,,,FRESH MEADOWS,NY,11365,1000,POINT (-73.792384851 40.738669783)
QUEENS,670527,Store,AC,STAMMTISCH PORK STORE INC,STAMMTISCH PORK STORE,69-40,MYRTLE AVE,,,RIDGEWOOD,NY,11385,2000,POINT (-73.88131106 40.701800473)
KINGS,670515,Store,AC,HANA NATURAL INC,HANA NATURAL&HEALTH,24-26,WYCKOFF AVE,,,BROOKLYN,NY,11237,2500,POINT (-73.922619426 40.706285336)
KINGS,670498,Store,AC,TOMEKG CORP,POLBRIDGE GROCERY STORE,7218,3RD AVE,,,BROOKLYN,NY,11209,1000,POINT (-74.027291459 40.633096444)
KINGS,670497,Store,ABC,M & V DELI CORP,BAGEL SCHMAGEL,7510,3RD AVE,,,BROOKLYN,NY,11209,1000,POINT (-74.028072736 40.631187423)
KINGS,670487,Store,A,LOTTO BABY INC,LOTTO BABY,7305,13TH AVE,,,BROOKLYN,NY,11228,2000,POINT (-74.006270316 40.621228088)
KINGS,670475,Store,AC,PRAMUKH HEALTH MARKET INC,DOWNTOWN NATURAL MARKET,1701,CHURCH AVE,,,BROOKLYN,NY,11226,8000,POINT (-73.963824359 40.649282695)
KINGS,670473,Store,AC,LA VILLA PRODUCE&DELI INC,LA VILLA PRODUCE&DELI,323,KNICKERBOCKER AVE,,,BROOKLYN,NY,11237,3000,POINT (-73.922711375 40.701426096)
KINGS,670465,Store,AC,581 MYRTLE AVE FOOD INC,581 MYRTLE AVE FOOD,596,MYRTLE AVE,,,BROOKLYN,NY,11205,2000,POINT (-73.960510573 40.693971147)
QUEENS,670455,Store,AC,TRENTON HALAL MEAT INC,NEW AL-SALIM HALAL MEAT,74-12,37TH RD,,,JACKSON HEIGHTS,NY,11372,800,POINT (-73.890943711 40.74722624)
KINGS,670454,Store,AC,LA PLAZITA SANCHERA INC,PLAZITA TROPIC MARKET,3419,FULTON ST,,,BROOKLYN,NY,11208,500,POINT (-73.869411859 40.684559904)
KINGS,670452,Store,AC,PAPA MINI MARKET NY CORP,PAPA MINI MARKET,303,TOMPKINS AVE,,,BROOKLYN,NY,11216,2000,POINT (-73.944605074 40.687536318)
KINGS,670448,Store,AC,EL TRIUNFO DELI&GROCERY CORP,EL TRIUNFO DELI&GROCERY,4320,4TH AVE,,,BROOKLYN,NY,11232,1000,POINT (-74.009115302 40.650092052)
KINGS,670447,Store,AC,LEONARDOS MINI-MARKET CORP,LEONARDOS MINI MARKET,349,RIDGEWOOD AVE,,,BROOKLYN,NY,11208,1800,POINT (-73.876052673 40.684702858)
KINGS,670418,Store,AC,SIRAJ LAKHANI INC,BAYRIDGE DELI,7506,5TH AVE,,,BROOKLYN,NY,11209,2500,POINT (-74.022890876 40.629293449)
KINGS,670415,Store,AC,EBENEZER DELI&GROCERY CORP,EBENEZER DELI&GROCERY,1401,67TH ST.,,,BROOKLYN,NY,11219,900,POINT (-74.000210787 40.623431774)
QUEENS,670409,Store,AC,QUEENS NATURAL MEATS INC,QUEENS NATURAL MEATS,159-15,HORACE HARDING EXPWY,,,FRESH MEADOWS,NY,11365,4500,POINT (-73.808729478 40.738918642)
KINGS,670406,Store,AC,TEN STAR DELI INC,TEN STAR DELI,299,MYRTLE AVE,,,BROOKLYN,NY,11205,0,POINT (-73.976045509 40.693496941)
QUEENS,670398,Store,AC,WOODSIDE MINI MARKET CORP,WOODSIDE MINI MARKET,47-62,47TH STREET,,,WOODSIDE,NY,11377,0,POINT (-73.918641542 40.739350519)
KINGS,670397,Store,AC,ARENA DELI PLUS CORP,ARENA DELI PLUS,77,4TH AVE,,,BROOKLYN,NY,11217,2000,POINT (-73.979767325 40.681879665)
QUEENS,670393,Store,AC,1BOSSRK MINI MART INC,1BOSSRK MINI MART,95-13,JAMAICA AVENUE,,,WOODHAVEN,NY,11421,0,POINT (-73.84990893 40.694468236)
KINGS,670390,Store,A,MNS DISCOUNT STORE INC,MNS DISCOUNT STORE,1594,PITKIN AVE,,,BROOKLYN,NY,11212,3000,POINT (-73.914639267 40.668989052)
QUEENS,670377,Store,AC,XPRESS DELI & GROCERY INC,XPRESS DELI & GROCERY,41-20,DITMARS BLVD,,,ASTORIA,NY,11105,1000,POINT (-73.904854736 40.771839111)
QUEENS,670374,Store,AC,ANVI DELI&GROCERY INC,ANVI DELI&GROCERY,63-01,DRY HARBOR RD,,,MIDDLE VILLAGE,NY,11379,1000,POINT (-73.87400489 40.722119422)
KINGS,670363,Store,ABC,EXCELLENT KOSHER BAKING INC,SCHREIBERS BAKERY,3008,AVENUE M,,,BROOKLYN,NY,11210,3500,POINT (-73.945155178 40.619524424)
QUEENS,670357,Store,ABCK,DALISSA BAKING CO INC,SENSIBLE EDIBLES,47-57,31ST  PLACE,,,LONG ISLAND CITY,NY,11101,5000,POINT (-73.93501098 40.741615394)
QUEENS,670354,Store,AC,IVARONE BROTHERS OF MASPETH INC,IAVARONE BROTHERS,69-00,GRAND AVE,,,MASPETH,NY,11378,2500,POINT (-73.895119491 40.725891698)
KINGS,670339,Store,AC,HONG JIN S,BEST FRUIT&VEGETABLE,77-15,13TH AVE,,,BROOKLYN,NY,11228,1000,POINT (-73.984579946 40.642171911)
KINGS,670338,Store,AC,MENDEZ DELI GROCERY CORP,MENDEZ DELI GROCERY,5424,3RD AVE,,,BROOKLYN,NY,11220,1500,POINT (-74.017670291 40.645128121)
QUEENS,670334,Store,AC,PLAZA EXPRESS DELI INC,PLAZA EXPRESS DELI,27-02,QUEENS PLAZA SOUTH,,,LONG ISLAND CITY,NY,11101,1000,POINT (-73.93973326 40.750038745)
KINGS,670333,Store,AC,LA REINA MORENA DELI&GROCERY CORP,LA REINA MORENA DELI&GR,1001,39TH ST,,,BROOKLYN,NY,11219,1200,POINT (-73.992660201 40.644636019)
QUEENS,670321,Store,AC,63 SUPER MART INC,FRESH VALUE MARKETPLACE,95-07,63RD DR,,,REGO PARK,NY,11374,3200,POINT (-73.862821671 40.729654208)
QUEENS,670318,Store,AC,ALEXANDRIAS DELI OF NY CORP,KINGS DELI,28-13,STEINWAY ST,,,ASTORIA,NY,11103,1500,POINT (-73.91388498 40.765020936)
QUEENS,670294,Store,A,94 STREET GROCERY CORP,94 STREET GROCERY,35-62,94TH ST,,,JACKSON HEIGHTS,NY,11372,1200,POINT (-73.873323861 40.751129566)
QUEENS,670291,Store,A,DUANE READE ET AL PTRS,DUANE READE #14438,136-02,ROOSEVELT AVE,,,FLUSHING,NY,11354,18000,POINT (-73.829759757 40.759556312)
KINGS,670278,Store,ACDK,RAMIREZ SEAFOOD RT INC,RAMIREZ SEAFOOD,258,GRANT AVE,,,BROOKLYN,NY,11208,2000,POINT (-73.867703711 40.68454268)
KINGS,670273,Store,AC,GREENE HILL GARDEN CORP,GREENE-VILLE GARDEN,375,MYRTLE AVE,,,BROOKLYN,NY,11205,3000,POINT (-73.971433786 40.693324609)
QUEENS,670271,Store,A,DANISH ORGANIC INC,SMART CHOICE,34-12,30TH AVE,,,ASTORIA,NY,11103,800,POINT (-73.918662916 40.765480306)
QUEENS,670259,Store,AC,GREAT JADE DELI & GROCERY INC,GREAT JADE DELI&GROCERY,146-02,34TH AVE,,,FLUSHING,NY,11354,900,POINT (-73.820984156 40.767143653)
KINGS,670253,Store,AC,CAMPOS DELI GROCERY II CORP,CAMPOS DELI GROCERY II,7020,20TH AVE,,,BROOKLYN,NY,11204,1200,POINT (-73.989392181 40.613343022)
KINGS,670244,Store,A,CVS ALBANY LLC,CVS PHARMACY #4958,27,N 6TH ST,,,BROOKLYN,NY,11249,7500,POINT (-73.962697831 40.720127169)
KINGS,670238,Store,AC,JOBAH YASSER SALEH,KNICKERBOCKER DELI GRCY,362,KNICKERBOCKER AVE,,,BROOKLYN,NY,11237,1200,POINT (-73.921596247 40.700531327)
QUEENS,670224,Store,A,SIMON GUADALUPE,EL NOPAL,45-51,45TH ST,,,WOODSIDE,NY,11377,500,POINT (-73.91983655 40.741585428)
KINGS,670223,Store,AC,SYJ TRADING INC,SYJ TRADING,6914,BAY PKWY,,,BROOKLYN,NY,11204,1000,POINT (-73.984274526 40.611365941)
KINGS,670222,Store,AC,BEST QUALITY HALAL MEAT CORP,BEST QUALITY HALAL MEAT,426,CONEY ISLAND AVE,,,BROOKLYN,NY,11218,600,POINT (-73.971353236 40.647417344)
KINGS,670217,Store,AC,492 MARKET PLACE INC,GALA FRESH FARMS,492,ST MARKS AVE,,,BROOKLYN,NY,11238,17000,POINT (-73.958442674 40.676303814)
QUEENS,670216,Store,AC,J&B WEST INDIAN AMERICAN GROCERY INC,J&B WEST INDIAN AMERICAN GROCERY,124-02,LIBERTY AVE,,,SOUTH RICHMOND HILL,NY,11419,2500,POINT (-73.819967766 40.687737274)
KINGS,670207,Store,AC,706 EL TENAMPA DELI GROCERY CORP,TACOS EL PAISANO,706,4TH AVE,,,BROOKLYN,NY,11232,3000,POINT (-73.996299624 40.662414832)
KINGS,670204,Store,AC,BAD WIFE INC THE,BAD WIFE THE,378,7TH AVE,,,BROOKLYN,NY,11215,1500,POINT (-73.982945156 40.665487806)
KINGS,670184,Store,A,BECKFORD ANNABELLE MARIE,LUCKY STOP & SHOP,549,NEW YORK AVE,,,BROOKLYN,NY,11225,800,POINT (-73.947627504 40.661350289)
KINGS,670176,Store,A,SUPER MARKET OF AVE N INC,SUPER MARKET OF AVE N,3524,FLATLANDS AVE,,,BROOKLYN,NY,11234,1500,POINT (-73.94050054 40.617757812)
KINGS,670171,Store,A,KANG YI INC,KANG YI GROCERY,4002,5TH AVE,,,BROOKLYN,NY,11232,1100,POINT (-74.004708013 40.650702925)
KINGS,670159,Store,AC,CATON DELI & LUNCHEONETTE CORP,CATON DELI&LUNCHEONETTE,1818,CATON AVE,,,BROOKLYN,NY,11226,600,POINT (-73.96277243 40.65147121)
KINGS,670146,Store,AC,MY DELI FOOD MARKET INC,MY DELI FOOD MARKET,109,PARK AVE,,,BROOKLYN,NY,11205,2500,POINT (-73.975287533 40.696387356)
KINGS,670145,Store,A,RUNA MOSAMMAT ZB,BANGLA BAZZAR SUPER MKT,63,CHURCH AVE,,,BROOKLYN,NY,11218,1200,POINT (-73.980909779 40.642333301)
KINGS,670132,Store,AC,DELI FOOD CENTER CORP,DELI FOOD CENTER,79,E 18TH ST,,,BROOKLYN,NY,11226,2000,POINT (-73.962907462 40.649245354)
KINGS,670115,Store,AC,EXPRESS DELI CORP,EXPRESS DELI,283,RALPH AVE,,,BROOKLYN,NY,11233,2000,POINT (-73.921925991 40.679666004)
KINGS,670108,Store,AC,MAYAS FOOD CORP,FINE FARE SUPERMARKET,783,SARATOGA AVE,,,BROOKLYN,NY,11212,10000,POINT (-73.915142097 40.661523878)
KINGS,670103,Store,AC,ROCKS DELI GROCERY CORP,ROCKS DELI GROCERY,1597,ROCKAWAY PKWY,,,BROOKLYN,NY,11236,1000,POINT (-73.898556658 40.642003599)
KINGS,670056,Store,ACD,BELLOCQ LLC,BELLOCQ,104,WEST STREET,,,BROOKLYN,NY,11222,2200,POINT (-73.959258951 40.730308559)
KINGS,670045,Store,AC,ADEN FOOD MARKET CORP,ADEN FOOD MARKET,351,BEDFORD AVE,,,BROOKLYN,NY,11211,1000,POINT (-73.962889274 40.711769993)
KINGS,670043,Store,AC,PAPA KARLO FRESH MARKET INC,PAPA KARLO FRESH MARKET,1081,BRIGHTON BEACH AVE,,,BROOKLYN,NY,11235,2500,POINT (-73.957154878 40.57827557)
KINGS,670042,Store,AC,HEREDIA ONESIMO S,PAULA DELI GROCERY,108,VAN SICLEN AVE,,,BROOKLYN,NY,11207,800,POINT (-73.891723898 40.677694832)
KINGS,670040,Store,AC,20 NORTH 5TH STREET DELI INC,20 NORTH 5TH STREET DELI,20,N 5TH ST,,,BROOKLYN,NY,11249,700,POINT (-73.963372826 40.719381934)
KINGS,670039,Store,AC,COBBLE HILL DELI&CONVENIENCE CORP,COBBLE HILL DELI CONVEN,493,HENRY ST,,,BROOKLYN,NY,11231,1000,POINT (-73.999011253 40.684708683)
KINGS,670031,Store,AC,BOLLA OPERATING CORP,KINGS MEEKER SUNOCO,497,MEEKER AVE,,,BROOKLYN,NY,11222,1400,POINT (-73.944415056 40.720819934)
KINGS,670025,Store,AC,VILLAGE FRUIT INC,VILLAGE FRUIT,5801,4TH AVE,,,BROOKLYN,NY,11220,2000,POINT (-74.0171512 40.641795937)
KINGS,670015,Store,AC,RI STORE CORPORATION,7-ELEVEN STORE #34495B,395,FLATBUSH AVE EXT,,,BROOKLYN,NY,11201,1500,POINT (-73.980770891 40.689020292)
KINGS,670006,Store,AC,NEVINS GOURMET DELI INC,NEVINS GOURMET DELI,455,ATLANTIC AVE,,,BROOKLYN,NY,11217,1000,POINT (-73.98247468 40.686187921)
RICHMOND,645975,Store,AC,FTI PHIL AM FOODS INC,PHIL AM FOODS,527,TOMPKINS AVE,,,STATEN ISLAND,NY,10305,900,POINT (-74.071413965 40.612912192)
RICHMOND,645962,Store,AC,CHARMAR SUPERETTE INC,CHARMAR SUPERETTE,85,STUYVESANT PL,,,STATEN ISLAND,NY,10301,1800,POINT (-74.07746989 40.643837266)
RICHMOND,645891,Store,A,CVS ALBANY LLC,CVS PHARMACY 06058,260,ARDEN AVE,,,STATEN ISLAND,NY,10312,6000,POINT (-74.192303388 40.553248003)
RICHMOND,645876,Store,A,CVS ALBANY LLC,CVS PHARMACY 06049,1361,HYLAN BLVD,,,STATEN ISLAND,NY,10305,6000,POINT (-74.086381362 40.595241925)
RICHMOND,645852,Store,AC,HY JOE TOBACCO&GROCERY CO INC,HY TOBACCO,1441,HYLAN BLVD,,,STATEN ISLAND,NY,10305,1000,POINT (-74.087160376 40.593283703)
RICHMOND,645789,Store,AC,514 TERRACE FOOD CORP,514 TERRACE FOOD,514,RICHMOND TERR,,,STATEN ISLAND,NY,10301,3200,POINT (-74.089468501 40.646280088)
RICHMOND,645725,Store,AC,REGINA ANNADALE MEAT MARKET INC,REGINA ANNADALE MEAT,881,ANNADALE RD,,,STATEN ISLAND,NY,10312,700,POINT (-74.177112865 40.540173198)
RICHMOND,645504,Store,AC,STATEN ISLAND MEATS INC,STATEN ISLAND MEATS,223,PULASKI AVE,,,STATEN ISLAND,NY,10303,600,POINT (-74.147105568 40.632721773)
RICHMOND,645493,Store,AC,LEE SANG DUCK,HY DELI,1990C,HYLAN BLVD,,,STATEN ISLAND,NY,10306,1900,POINT (-74.098200355 40.581376385)
RICHMOND,645442,Store,AC,BUD INC,PASTOSA RAVIOLI,3817,RICHMOND AVE,,,STATEN ISLAND,NY,10312,5000,POINT (-74.165333442 40.545302839)
RICHMOND,645175,Store,ABCK,NOVELLIS PORK STORE INC,NOVELLIS PORK STORE,3161,AMBOY RD,,,STATEN ISLAND,NY,10306,4000,POINT (-74.132571348 40.563823325)
RICHMOND,645121,Store,A,ARROCHAR MEATS INC,ARROCHAR MEATS,101,MCCLEAN AVE,,,STATEN ISLAND,NY,10305,1200,POINT (-74.065347479 40.598544856)
RICHMOND,645037,Store,ABC,DANS SUPREME SUPERMARKETS INC,KEY FOOD 1512,450,FOREST AVE,,,STATEN ISLAND,NY,10301,10000,POINT (-74.104641925 40.630587321)
RICHMOND,645029,Store,ABC,RALPH&ANGELO FOOD STORE INC,A&C SUPERETTE,884,MANOR RD,,,STATEN ISLAND,NY,10314,3000,POINT (-74.121088141 40.605040957)
RICHMOND,641618,Store,AC,JERSEY CORNER STORE INC,JERSEY CORNER STORE,506,RICHMOND TERRACE,,,STATEN ISLAND,NY,10301,1000,POINT (-74.089102714 40.646442361)
RICHMOND,641615,Store,A,NEW LANKA GROCERY INC,NEW LANKA GROCERY,344,VICTORY BLVD,,,STATEN ISLAND,NY,10301,1200,POINT (-74.085759676 40.633761506)
RICHMOND,641612,Store,ADK,RICHMOND PHARMACY & SURGICALS INC,VIP INTERNATIONAL,1796,CLOVE RD,,,STATEN ISLAND,NY,10304,4000,POINT (-74.090714554 40.608347073)
RICHMOND,641610,Store,AC,286 WATCHOGUE ROAD CORP,SYLVESTROS DELI,286,WATCHOGUE RD,,,STATEN ISLAND,NY,10314,1800,POINT (-74.138796085 40.61608667)
RICHMOND,641607,Store,AC,TNS SUPRETTE CORP,TNS SUPRETTE,3304,AMBOY RD,,,STATEN ISLAND,NY,10306,2000,POINT (-74.13479909 40.5602668)
